clip_id,true_label,predicted_label
1736889229,0,1
2090216778,0,1
1973244385,2,0
1789944836,1,0
1842385688,0,1
2100199547,2,0
1857294514,2,1
1826541970,2,1
2044106109,2,1
1775799759,2,1
1795643856,2,1
2090599275,2,1
2091331021,2,1
1850338678,0,0
1856238986,0,1
2100200311,2,0
1949437887,0,1
1759873917,0,1
1791274024,2,0
2091329731,2,1
1850338614,1,1
1734134699,0,2
1736979973,2,0
1723219028,2,1
1830178215,0,1
2099059025,0,1
1767071330,0,0
1860160337,0,1
1819115694,2,0
1871240049,0,1
2070100099,0,1
1809599503,0,1
2070099888,0,0
1794258288,0,1
1794258652,2,0
1863756381,0,1
2080404782,0,1
1777959749,0,0
1826541369,2,0
1863757114,0,0
1911882644,2,0
1782419082,2,1
1770707895,2,0
1758799020,2,1
2097701626,0,1
1744061234,2,0
1856754214,1,0
1759886502,2,1
1833399781,2,1
1742406635,2,1
1838653468,2,1
1861753893,2,0
1774745827,2,0
2120717659,0,0
1866522099,2,1
1867212478,2,1
1762928318,2,0
2103781385,1,1
1791182765,0,1
1826540439,2,1
1973244935,2,1
1935501426,2,1
1809600507,2,1
1850338849,2,1
2088098572,0,0
1852520295,0,1
1742405505,0,1
1829418456,2,1
1956178385,0,0
2097331997,0,1
1801327053,1,1
1839724025,0,1
1773720876,0,1
2097702927,2,0
1789814335,1,0
2100003970,0,0
1831817623,0,1
1782417718,2,1
1867212996,0,0
1868624879,0,1
1813546499,1,0
1720901249,0,0
1867116860,2,1
1863570182,1,1
1791181465,2,0
1832835678,2,1
2105074619,2,1
1758799072,2,0
2105075717,2,0
1960315979,2,1
2010516648,0,0
1775801105,2,1
1809600123,0,0
1778568187,0,2
1832339518,2,0
1733519086,0,1
1833400022,0,0
1777959043,2,0
2019366880,1,1
1912514217,2,0
1861059473,2,1
1835172017,0,0
1785888528,0,2
1731019123,2,0
1873070189,0,1
1775800547,2,2
