clip_id,true_label,predicted_label
1818187661,0,0
1788470913,0,0
2106035313,0,0
1720901852,1,0
1840065171,0,0
1956178910,0,0
1766249348,0,0
2019659270,0,0
1781704342,0,0
1777958943,0,0
2099524977,0,0
2091573480,0,0
1773519952,0,0
1790031264,0,0
1871980116,0,0
1837225265,0,0
1878457220,1,0
1791182765,1,0
1869673189,0,0
1868624879,0,0
1867116877,1,0
2105075636,0,0
1794258288,1,0
1911882805,0,0
1935501824,1,0
1881961728,0,0
1850121919,0,0
1835296194,0,0
2090597986,0,0
2090216514,0,0
1813545546,0,0
2100199547,0,0
2099808985,0,0
1747541137,0,0
1827937127,1,0
1960315198,1,0
1850338614,0,0
2097701626,1,0
2095595193,0,0
1758800056,0,0
1747540761,0,0
1742279538,0,0
1725706096,0,0
1770728673,0,0
2091329728,0,0
1731019123,0,0
1731646803,0,0
1866521609,0,0
1867115457,0,0
1734632577,0,0
1772169114,0,0
2120719127,0,0
1720901185,0,0
1741176426,0,0
2091573482,0,0
2103780036,0,0
1912514355,0,0
2080815677,1,0
1747541957,0,0
1848676767,0,0
1760588766,0,0
1759873178,0,0
2080789637,0,0
1794258658,0,0
1734633207,0,0
1772170645,0,0
1838653468,0,0
1791371513,0,0
1871881544,0,0
2080789536,0,0
2080789579,0,0
1848677599,0,0
1775799759,0,0
1835514887,0,0
1791274024,0,0
2097702927,0,0
1815692863,0,0
1729533246,0,0
1770729718,1,0
2041804034,0,0
1773520046,0,0
1881961030,0,0
1830581416,0,0
1772936111,0,0
1733520070,0,0
1832339362,1,0
1842386544,0,0
1781663059,0,0
1723219028,0,0
1848676456,0,0
1806299521,0,0
1766249346,0,0
2100200161,0,0
1742281250,0,0
1772169130,1,0
1759874489,0,0
1789944931,0,0
1811579860,0,0
1956178594,0,0
1734134972,0,0
