clip_id,true_label,predicted_label
1838651775,1,0
2099060129,1,0
2088097601,1,0
1772936447,1,0
2091329731,1,0
1911882420,1,0
1835297463,1,0
1770815552,1,0
1827936371,1,0
1744222737,1,0
2088098365,0,0
1777959542,1,0
1789945825,1,0
2019659270,1,0
1869057420,1,0
2087628679,1,0
1783687424,1,0
1857294949,1,0
1760588317,0,0
1848628063,1,0
1873069279,1,0
2010515893,1,0
1729533916,0,0
2019659198,1,0
1832835412,1,0
1867115811,1,0
1842385994,1,0
1766249346,1,0
2092408969,0,0
2120718879,1,0
1795644057,1,0
1860160337,0,0
2051382845,1,0
1869057340,1,0
1826541970,1,0
1747541161,1,0
1956178505,1,0
1729533612,1,0
2103984451,1,0
2091331021,0,0
2051381667,1,0
1850122424,0,0
2099808985,1,0
1818188153,0,0
1736889229,1,0
1791273755,1,0
1772169615,1,0
1832834035,1,0
1731019123,1,0
1785889099,1,0
1982623693,1,0
1935501199,1,0
1736889923,1,0
1973244144,1,0
1987021783,1,0
1791273658,0,0
1813545546,1,0
1795643545,1,0
1778257094,1,0
1744061234,1,0
1795645177,1,0
1833401197,1,0
1840065171,1,0
2010713359,1,0
1867116680,1,0
1837226315,1,0
2103781211,1,0
1760588766,1,0
1762936485,1,0
1826541295,1,0
1777958679,1,0
1860160608,1,0
1856240760,1,0
1806299116,0,0
1777958284,1,0
1740058717,1,0
1831819154,1,0
1762928318,1,0
1853471363,0,0
1777958908,0,0
1806298657,0,0
1788470913,1,0
2090597986,1,0
1850338678,1,0
1782419082,1,0
1839724575,1,0
1758802167,0,0
1831817975,1,0
1839723837,1,0
1791371513,1,0
1973244120,1,0
1791182937,0,0
2100200407,1,0
1920544659,1,0
1762937610,1,0
1771813743,1,0
1773519761,1,0
2105075717,1,0
2044106109,1,0
1867116877,0,0
1832339643,1,0
1759886502,1,0
1725706396,0,0
1856752814,1,0
1736890358,1,0
1832339518,0,0
1835172102,1,0
1782418362,0,0
1833400360,1,0
2120717659,1,0
1780914753,0,0
1833399781,1,0
1785888935,1,0
