clip_id,true_label,predicted_label
1813545530,0,0
1813545443,0,0
2087627990,1,0
1762936526,0,0
2046110382,0,0
2099809376,0,0
1791372101,0,0
1809993151,1,0
1734135770,1,0
1773518338,1,0
2010144183,0,0
2099810732,1,0
2041803646,0,0
1742405297,0,0
2103780126,1,0
1781663946,1,0
1733177448,1,0
2099809367,1,0
1822446693,1,0
1744060400,1,0
1760588175,1,0
1834873308,1,0
1912512911,0,0
2097509898,0,0
1881961682,1,0
1789946293,1,0
1780914049,0,0
2105075111,1,0
1731018523,0,0
1815693506,1,0
1806298210,1,0
1723219195,0,0
1744223073,0,0
1868917474,1,0
1758800267,1,0
1861753683,1,0
1982623128,1,0
2099809711,1,0
1866521734,1,0
1725706376,1,0
1935501976,0,0
1734135704,0,0
1868918977,0,0
2091330278,0,0
1811579210,0,0
1759885645,0,0
1842386862,1,0
1817219787,0,0
1832229583,0,0
2005596368,1,0
2051382110,0,0
2088098450,0,0
1878456455,0,0
1819115219,1,0
1835297474,1,0
2046109657,1,0
1871880492,0,0
1770728929,0,0
1733151127,1,0
1775800876,0,0
1973245527,1,0
1725460670,1,0
1780913249,1,0
1832834325,1,0
1840065581,1,0
1819114256,1,0
1856240240,0,0
1768201989,0,0
2046109544,1,0
