clip_id,true_label,predicted_label
1810759849,1,1
1834873308,0,1
1850121642,0,1
1835297593,0,1
2106034776,1,1
1789946115,0,1
1859020136,0,1
2088962095,0,1
1827937338,0,1
1866522653,1,1
1741176900,1,1
1868918884,0,1
1788471618,1,1
1742280831,1,1
1791372101,0,1
1770672605,0,1
1772936314,1,1
1764770304,1,1
1785890110,0,1
1852521938,1,1
1871238649,0,1
1884563156,1,1
1808261609,0,1
2098736798,0,1
1789945116,2,1
1772169025,0,1
1783688345,0,1
1982624113,2,1
2103984835,0,1
2103780126,1,1
1868918124,2,1
2098735311,1,1
1911883076,0,1
1834873143,1,1
1777959869,0,1
1818891680,1,1
2097331040,1,1
1806298210,1,1
1829898610,0,1
1818187696,0,1
1829897431,1,1
1895908291,2,1
1827754252,2,1
2097702839,0,1
1742406795,1,1
1811579368,0,1
1742405812,2,1
1782419194,1,1
2044106034,0,1
1791181656,1,1
1813545443,1,1
1789812972,0,1
1826541096,0,1
1949436581,0,1
1731646456,0,1
1819115219,0,1
1869055827,1,1
