clip_id,true_label,predicted_label
1818187661,0,0
1788470913,0,0
1813545530,1,0
2106035313,0,0
1720901852,0,0
1840065171,0,0
1813545443,1,0
2087627990,1,0
1956178910,0,0
1766249348,0,0
2019659270,0,0
1781704342,0,0
1762936526,1,0
2046110382,1,0
1777958943,0,0
2099809376,1,0
2099524977,0,0
2091573480,0,0
1773519952,0,0
1791372101,1,0
1790031264,0,0
1871980116,0,0
1809993151,1,0
1734135770,1,0
1837225265,0,0
1773518338,1,0
1878457220,0,0
1791182765,0,0
1869673189,0,0
1868624879,0,0
1867116877,0,0
2010144183,1,0
2099810732,1,0
2105075636,0,0
2041803646,1,0
1794258288,0,0
1742405297,1,0
1911882805,0,0
1935501824,0,0
1881961728,0,0
1850121919,0,0
1835296194,0,0
2103780126,1,0
1781663946,1,1
2090597986,0,0
1733177448,1,0
2090216514,0,0
1813545546,0,0
2100199547,0,0
2099808985,0,0
2099809367,1,0
1747541137,0,0
1827937127,0,0
1822446693,1,0
1960315198,0,0
1744060400,1,0
1850338614,0,0
1760588175,1,0
2097701626,0,0
2095595193,0,0
1834873308,1,0
1912512911,1,0
2097509898,1,0
1758800056,0,0
1747540761,0,0
1742279538,0,0
1881961682,1,0
1725706096,0,0
1770728673,0,0
2091329728,0,0
1789946293,1,0
1780914049,1,0
1731019123,0,0
2105075111,1,0
1731646803,0,0
1731018523,1,0
1866521609,0,0
1867115457,0,0
1815693506,1,0
1734632577,0,0
1772169114,0,0
2120719127,0,0
1806298210,1,0
1723219195,1,0
1744223073,1,0
1720901185,0,0
1868917474,1,0
1758800267,1,0
1741176426,0,0
1861753683,1,0
2091573482,0,0
2103780036,0,0
1982623128,1,0
2099809711,1,0
1912514355,0,0
2080815677,0,0
1747541957,0,0
1866521734,1,0
1848676767,0,0
1760588766,0,0
1759873178,0,0
2080789637,0,0
1725706376,1,0
1794258658,0,0
1935501976,1,0
1734135704,1,0
1868918977,1,0
2091330278,1,0
1734633207,0,0
1772170645,0,0
1811579210,1,0
1838653468,0,0
1791371513,0,0
1871881544,0,0
2080789536,0,0
1759885645,1,0
2080789579,0,0
1842386862,1,0
1817219787,1,0
1848677599,0,0
1832229583,1,0
1775799759,0,0
2005596368,1,0
1835514887,0,0
1791274024,0,0
2097702927,0,0
2051382110,1,0
1815692863,0,0
2088098450,1,0
1878456455,1,0
1819115219,1,0
1835297474,1,0
2046109657,1,0
1729533246,0,0
1871880492,1,0
1770729718,0,0
2041804034,0,0
1773520046,0,0
1881961030,0,0
1830581416,0,0
1772936111,0,0
1733520070,0,0
1770728929,1,0
1832339362,0,0
1842386544,0,0
1733151127,1,1
1775800876,1,0
1973245527,1,0
1781663059,0,0
1725460670,1,0
1780913249,1,0
1723219028,0,0
1848676456,0,0
1806299521,0,0
1766249346,0,0
2100200161,0,0
1832834325,1,0
1742281250,0,0
1840065581,1,0
1772169130,0,0
1759874489,0,0
1819114256,1,0
1789944931,0,0
1811579860,0,0
1856240240,1,0
1956178594,0,0
1768201989,1,0
1734134972,0,0
2046109544,1,0
