clip_id,true_label,predicted_label
2080815346,2,2
1856240167,1,2
1724481567,0,2
1850340446,1,2
2099810630,0,2
1780914044,0,2
1789945939,2,2
1733151643,0,2
1759922448,1,2
2080814864,0,2
1747540531,2,2
1790030586,2,2
1766250089,2,2
1789812820,2,2
2051383371,0,2
1736892584,1,2
2120717798,1,2
1868624519,2,2
1871239241,2,2
1842385939,0,2
1744276515,2,2
1834876180,1,2
1918281754,2,2
1782421532,1,2
1762936186,1,2
1742405947,2,2
1770728482,2,2
1878456372,0,2
1869057431,0,2
2090216651,0,2
1827752523,1,2
2080404051,2,2
2098735978,2,2
2099810296,1,2
1835171540,2,2
2105076211,2,2
2099810054,2,2
1806299743,1,2
1811581165,0,2
1744224186,2,2
2090598563,1,2
2019660461,1,2
1852522062,0,2
1764169299,2,2
2100003902,1,2
2044106911,0,2
1764770803,1,2
1977435569,1,2
1941316784,1,2
1768201200,1,2
1789816678,0,2
1850339803,1,2
1789814119,0,2
1813546311,1,2
1973244478,2,2
1780914067,2,2
1817219436,0,2
1842386140,0,2
1899870088,0,2
1838652168,1,2
1850122174,2,2
1731017716,2,2
1850339992,2,2
1865228253,0,2
1777958777,0,2
1857293560,1,2
1911882989,0,2
2097331111,2,2
2097332021,0,2
1725705250,1,2
1829897123,0,2
1736979178,1,2
1871980893,2,2
1850121785,1,2
1783687133,2,2
1808262691,0,2
1733519961,0,2
1780914856,0,2
2045815251,1,2
1941316020,2,2
1850121999,0,2
1797033194,2,2
1885895127,0,2
1770844190,2,2
1770383837,2,2
2005597676,1,2
1770729309,2,2
1733150491,1,2
1918281673,1,2
