0,0,1066,113,1088,182,-1,-1,-1,-1
0,1,688,414,740,539,-1,-1,-1,-1
0,2,908,284,952,386,-1,-1,-1,-1
0,3,863,94,883,153,-1,-1,-1,-1
0,4,975,167,1002,241,-1,-1,-1,-1
0,5,503,153,545,237,-1,-1,-1,-1
0,6,563,81,584,140,-1,-1,-1,-1
0,7,1189,238,1217,320,-1,-1,-1,-1
0,8,563,255,595,328,-1,-1,-1,-1
0,9,655,182,680,252,-1,-1,-1,-1
0,10,60,36,83,93,-1,-1,-1,-1
0,11,845,168,873,249,-1,-1,-1,-1
0,12,262,202,289,270,-1,-1,-1,-1
0,13,880,220,903,258,-1,-1,-1,-1
0,14,263,240,292,306,-1,-1,-1,-1
1,15,479,260,509,338,-1,-1,-1,-1
1,16,181,169,206,228,-1,-1,-1,-1
1,17,525,298,558,380,-1,-1,-1,-1
1,18,856,431,899,524,-1,-1,-1,-1
1,19,617,448,662,549,-1,-1,-1,-1
1,3,869,333,902,425,-1,-1,-1,-1
1,20,756,227,787,296,-1,-1,-1,-1
1,1,718,409,765,499,-1,-1,-1,-1
1,21,95,397,130,482,-1,-1,-1,-1
1,0,1016,343,1052,437,-1,-1,-1,-1
1,5,512,541,562,659,-1,-1,-1,-1
1,22,1263,196,1280,258,-1,-1,-1,-1
1,23,437,603,489,714,-1,-1,-1,-1
1,24,751,523,806,614,-1,-1,-1,-1
1,25,843,538,887,616,-1,-1,-1,-1
1,26,1019,292,1051,369,-1,-1,-1,-1
2,16,164,301,197,386,-1,-1,-1,-1
2,0,1053,278,1083,356,-1,-1,-1,-1
2,27,1114,284,1145,365,-1,-1,-1,-1
2,24,793,464,838,577,-1,-1,-1,-1
2,3,914,243,940,309,-1,-1,-1,-1
2,28,371,181,392,231,-1,-1,-1,-1
2,23,426,515,467,619,-1,-1,-1,-1
2,29,1092,204,1121,255,-1,-1,-1,-1
2,18,826,244,851,301,-1,-1,-1,-1
2,30,1127,203,1160,257,-1,-1,-1,-1
2,31,515,199,538,243,-1,-1,-1,-1
2,32,819,305,853,365,-1,-1,-1,-1
2,33,543,219,573,250,-1,-1,-1,-1
2,20,800,284,825,344,-1,-1,-1,-1
